date,start_time,duration_min,sport_id,sport_name,distance_km,calories,hr_avg,hr_max,cardio_load,muscle_load,perceived_load,recovery_time_hours
2021-05-09,2021-05-09T07:14:46,104.20416666666667,15,Other indoor,0.0,601,104,124,46.9686,-1.0,,4.8
2021-05-09,2021-05-09T14:19:52,46.725,36,Mountain biking,3.76689990234375,418,128,152,43.2025,-1.0,,5.65
2021-05-16,2021-05-16T08:34:00,95.84375,15,Other indoor,0.0,550,104,135,44.3297,-1.0,,4.6
2021-05-17,2021-05-17T08:37:35,123.74166666666666,19,Road running,5.9342998046875,1017,123,167,103.326,-1.0,,14.166666666666666
2021-06-01,2021-06-01T13:08:23,33.947916666666664,38,Road cycling,11.102099609375,264,120,166,25.2913,-1.0,,2.9166666666666665
2021-06-01,2021-06-01T16:43:22,63.43541666666667,38,Road cycling,10.867400390625,329,98,152,24.7132,-1.0,,2.066666666666667
2021-06-21,2021-06-21T08:12:12,32.175,38,Road cycling,0.0,308,139,184,41.1668,-1.0,,5.0
2021-06-21,2021-06-21T16:49:32,45.14375,38,Road cycling,0.0,352,120,183,37.0342,-1.0,,4.3
2021-06-22,2021-06-22T07:37:50,107.19166666666666,15,Other indoor,0.0,634,105,132,51.0937,-1.0,,5.466666666666667
2021-06-23,2021-06-23T08:06:40,34.65416666666667,38,Road cycling,0.0,325,139,182,46.9532,-1.0,,5.45
2021-06-24,2021-06-24T07:36:21,117.64375,15,Other indoor,0.0,799,111,133,66.4165,-1.0,,8.4
2021-06-27,2021-06-27T07:17:34,50.25,38,Road cycling,0.0,443,126,143,42.5766,-1.0,,5.483333333333333
2021-06-27,2021-06-27T08:17:35,119.18541666666667,19,Road running,10.455,1217,141,176,161.269,-1.0,595.9167,32.63333333333333
2021-06-28,2021-06-28T08:08:05,32.74375,38,Road cycling,0.0,267,128,196,33.2821,-1.0,,3.816666666666667
2021-06-30,2021-06-30T19:12:22,107.2375,36,Mountain biking,9.1572001953125,907,127,182,106.168,-1.0,,14.4
2021-07-08,2021-07-08T18:57:10,131.67291666666668,36,Mountain biking,8.821,1156,127,184,122.688,-1.0,,18.1
2021-07-13,2021-07-13T08:42:22,96.84166666666667,15,Other indoor,0.0,559,104,133,44.2395,-1.0,,4.45
2021-07-15,2021-07-15T19:06:09,118.28541666666666,36,Mountain biking,9.1652001953125,1042,128,173,116.23,-1.0,,16.316666666666666
2021-07-22,2021-07-22T19:29:54,91.19166666666666,19,Road running,9.041599609375,910,139,186,122.46,-1.0,,19.116666666666667
2021-08-05,2021-08-05T08:58:10,76.95,15,Other indoor,0.0,590,118,152,55.4291,-1.0,,7.45
2021-08-10,2021-08-10T07:02:48,204.39166666666668,38,Road cycling,40.2361015625,1592,119,164,154.93,-1.0,,20.25
2021-08-12,2021-08-12T18:58:11,223.8875,1,Running,10.950099609375,1426,108,139,119.157,-1.0,,14.766666666666667
2021-08-16,2021-08-16T08:32:33,91.54583333333333,1,Running,5.94339990234375,821,128,159,86.3125,-1.0,,12.066666666666666
2021-08-18,2021-08-18T19:48:01,105.33125,15,Other indoor,0.0,648,107,135,53.9511,-1.0,,6.016666666666667
2021-08-19,2021-08-19T19:11:18,122.41666666666667,36,Mountain biking,7.51139990234375,944,119,148,90.2722,-1.0,,12.116666666666667
2021-08-22,2021-08-22T06:33:30,341.26666666666665,38,Road cycling,71.513796875,2170,116,156,177.416,-1.0,,20.983333333333334
2021-08-26,2021-08-26T18:52:49,175.19375,36,Mountain biking,8.9127998046875,1175,111,174,101.546,-1.0,,12.566666666666666
2021-08-28,2021-08-28T13:45:41,135.05208333333334,36,Mountain biking,5.7145,1093,122,167,112.266,-1.0,,15.533333333333333
2021-08-29,2021-08-29T08:10:47,487.05833333333334,36,Mountain biking,24.09630078125,3626,117,167,352.869,-1.0,,122.1
2021-09-02,2021-09-02T19:07:18,125.75,36,Mountain biking,9.122900390625,1094,126,172,112.685,-1.0,,16.033333333333335
2021-09-03,2021-09-03T20:16:52,116.33333333333333,36,Mountain biking,7.0475,920,120,157,87.7879,-1.0,,11.866666666666667
2021-09-07,2021-09-07T19:37:15,79.0625,15,Other indoor,0.0,522,111,169,47.7554,-1.0,,5.483333333333333
2021-09-09,2021-09-09T19:03:15,268.15833333333336,36,Mountain biking,12.8037001953125,1652,107,155,140.361,-1.0,,17.333333333333332
2021-09-12,2021-09-12T08:59:11,198.82916666666668,36,Mountain biking,12.5805,1710,125,154,170.344,-1.0,,27.583333333333332
2021-09-18,2021-09-18T14:57:26,127.39583333333333,36,Mountain biking,7.9187001953125,1241,139,191,177.868,-1.0,,45.21666666666667
2021-09-18,2021-09-18T20:46:54,49.19583333333333,36,Mountain biking,3.3075,492,137,158,57.0815,-1.0,,7.7
2021-09-19,2021-09-19T09:36:12,77.32916666666667,36,Mountain biking,4.2475,654,125,158,67.8036,-1.0,,9.033333333333333
2021-09-19,2021-09-19T05:57:03,167.01041666666666,36,Mountain biking,7.8937001953125,1147,115,166,114.772,-1.0,,14.4
2021-09-30,2021-09-30T08:41:29,55.68958333333333,15,Other indoor,0.0,354,108,149,29.6056,-1.0,,3.1666666666666665
2021-09-30,2021-09-30T19:43:32,130.53541666666666,36,Mountain biking,5.52910009765625,905,112,168,80.5846,-1.0,,10.15
2021-10-06,2021-10-06T18:54:31,175.53541666666666,36,Mountain biking,8.483,1097,109,143,98.4946,-1.0,,11.5
2021-10-09,2021-10-09T10:25:19,500.1375,36,Mountain biking,6.9795,1266,105,155,,-1.0,,2.5166666666666666
2021-11-07,2021-11-07T08:08:04,109.18333333333334,36,Mountain biking,8.3667998046875,954,126,166,97.6225,-1.0,,13.816666666666666
2021-11-13,2021-11-13T09:01:58,220.8375,36,Mountain biking,14.7037998046875,1973,128,153,206.69,-1.0,,37.85
2021-11-15,2021-11-15T08:28:34,117.375,36,Mountain biking,8.8372998046875,1244,143,173,165.709,-1.0,,31.55
2021-11-17,2021-11-17T19:46:32,76.39166666666667,15,Other indoor,0.0,478,108,141,39.8731,-1.0,,4.383333333333334
2021-11-20,2021-11-20T13:09:14,387.55,36,Mountain biking,14.436400390625,2743,127,169,269.619,-1.0,,54.75
2021-11-21,2021-11-21T14:12:09,162.98958333333334,36,Mountain biking,8.4022998046875,1360,124,161,141.218,-1.0,,20.716666666666665
2021-11-25,2021-11-25T12:00:26,113.67708333333333,15,Other indoor,0.0,657,105,139,54.1802,-1.0,,5.566666666666666
2021-11-25,2021-11-25T19:22:25,160.79583333333332,17,Hiking,9.627900390625,1255,119,174,117.42,-1.0,,16.2
2021-11-30,2021-11-30T13:01:10,101.12708333333333,15,Other indoor,0.0,731,114,143,62.2374,-1.0,,8.233333333333333
2021-12-01,2021-12-01T19:12:32,92.5375,15,Other indoor,0.0,671,114,152,59.3218,-1.0,,7.716666666666667
2021-12-01,2021-12-01T20:46:00,41.604166666666664,17,Hiking,4.047800048828125,412,138,186,57.4176,-1.0,,6.766666666666667
2021-12-02,2021-12-02T19:28:01,132.85833333333332,19,Road running,10.4002001953125,1191,129,174,134.144,-1.0,,19.233333333333334
2021-12-08,2021-12-08T07:50:00,193.875,19,Road running,11.884400390625,1641,124,166,162.525,-1.0,,25.15
2022-01-08,2022-01-08T06:57:44,218.63541666666666,38,Road cycling,29.00019921875,1718,117,173,153.248,-1.0,,20.533333333333335
2022-01-15,2022-01-15T15:18:47,141.61458333333334,3,Walking,5.1355,901,113,142,84.505,-1.0,,10.733333333333333
2022-01-20,2022-01-20T17:29:36,200.85833333333332,38,Road cycling,103.2888984375,1713,124,190,186.026,-1.0,,34.11666666666667
2022-01-22,2022-01-22T10:04:20,20.24375,1,Running,3.412300048828125,276,169,189,50.9733,-1.0,,6.716666666666667
2022-01-29,2022-01-29T09:23:41,225.75833333333333,1,Running,13.420400390625,2123,132,168,236.743,-1.0,,49.55
2022-02-04,2022-02-04T13:20:11,60.552083333333336,15,Other indoor,0.0,406,111,138,34.6112,-1.0,,4.016666666666667
2022-02-06,2022-02-06T08:32:54,132.69375,36,Mountain biking,9.1017001953125,1320,138,180,167.491,-1.0,,33.733333333333334
2022-02-09,2022-02-09T11:57:45,121.55208333333333,15,Other indoor,0.0,791,110,137,66.8102,-1.0,,8.283333333333333
2022-02-11,2022-02-11T12:31:54,104.22708333333334,15,Other indoor,0.0,849,122,153,82.0782,-1.0,,12.516666666666667
2022-02-13,2022-02-13T10:15:50,124.38541666666667,36,Mountain biking,7.93810009765625,1144,130,166,127.017,-1.0,,19.0
2022-03-03,2022-03-03T07:50:15,164.06875,38,Road cycling,82.2056015625,1388,127,184,176.166,-1.0,,35.31666666666667
2022-03-08,2022-03-08T19:53:54,108.64583333333333,15,Other indoor,0.0,763,114,173,72.603,-1.0,,9.833333333333334
2022-03-11,2022-03-11T17:41:46,118.04375,15,Other indoor,0.0,829,114,155,79.7472,-1.0,,10.783333333333333
2022-03-12,2022-03-12T09:02:29,191.11875,36,Mountain biking,11.3002998046875,1579,124,171,168.507,-1.0,,26.166666666666668
2022-03-16,2022-03-16T12:50:46,68.75833333333334,15,Other indoor,0.0,419,108,134,37.1815,-1.0,,3.933333333333333
2022-03-17,2022-03-17T14:23:45,109.53333333333333,15,Other indoor,0.0,816,118,157,79.1055,-1.0,547.6667,11.466666666666667
2022-03-19,2022-03-19T09:54:37,47.922466666666665,2,Cycling,13.8922998046875,355,123,161,37.9081,-1.0,191.66667,4.183333333333334
2022-03-22,2022-03-22T12:22:43,78.38913333333333,15,Other indoor,0.0,528,123,162,61.1015,-1.0,,8.55
2022-03-22,2022-03-22T13:41:34,36.50163333333333,17,Hiking,5.1277998046875,415,153,170,67.2968,-1.0,,7.816666666666666
2022-03-23,2022-03-23T13:02:14,100.06203333333333,15,Other indoor,0.0,768,125,166,93.0255,-1.0,,14.183333333333334
2022-03-24,2022-03-24T19:49:28,83.87663333333333,36,Mountain biking,1.748300048828125,647,125,170,75.4342,-1.0,419.33334,10.183333333333334
2022-03-29,2022-03-29T12:04:00,109.13706666666667,15,Other indoor,0.0,620,107,159,61.5119,-1.0,545.6667,6.833333333333333
2022-03-31,2022-03-31T11:54:33,142.31623333333334,15,Other indoor,0.0,983,119,164,110.506,-1.0,,17.683333333333334
2022-03-31,2022-03-31T19:32:54,102.2037,36,Mountain biking,3.85810009765625,689,120,163,70.6625,-1.0,,8.933333333333334
2022-04-03,2022-04-03T06:26:39,156.52493333333334,36,Mountain biking,5.5265,1354,124,163,130.289,-1.0,626.06665,19.55
2022-04-03,2022-04-03T09:43:47,68.12665,36,Mountain biking,3.690800048828125,585,122,163,54.1565,-1.0,340.58334,7.416666666666667
2022-04-04,2022-04-04T20:29:12,51.427683333333334,64,,0.0,271,101,150,23.4109,-1.0,,2.35
2022-04-05,2022-04-05T16:48:08,81.80788333333334,15,Other indoor,0.0,625,117,171,56.1366,-1.0,,7.416666666666667
2022-04-06,2022-04-06T11:07:48,95.72455,15,Other indoor,0.0,819,123,157,79.8134,-1.0,,12.25
2022-04-07,2022-04-07T07:00:49,161.6287,2,Cycling,39.006,1626,130,175,172.206,-1.0,1131.3167,29.95
2022-04-09,2022-04-09T06:21:56,165.11751666666666,43,Strength training,4.15660009765625,1421,121,159,129.946,-1.0,,21.3
2022-04-09,2022-04-09T09:49:09,28.224566666666668,43,Strength training,1.289300048828125,256,126,158,25.1206,-1.0,,3.1166666666666667
2022-04-09,2022-04-09T05:41:56,34.070433333333334,2,Cycling,11.346400390625,340,127,153,31.5546,-1.0,,3.966666666666667
2022-04-10,2022-04-10T06:29:14,149.17246666666668,43,Strength training,4.8125,1167,117,149,100.188,-1.0,745.8333,14.9
2022-04-25,2022-04-25T14:21:59,96.48081666666667,15,Other indoor,0.0,413,91,143,28.6168,-1.0,482.33334,0.8666666666666667
2022-04-29,2022-04-29T20:29:19,41.93705,3,Walking,5.64,193,106,132,16.6525,-1.0,,1.1833333333333333
2022-04-30,2022-04-30T06:11:26,28.676633333333335,2,Cycling,9.7375,159,106,151,10.6485,-1.0,,0.48333333333333334
2022-04-30,2022-04-30T06:45:20,217.72036666666668,43,Strength training,15.102,1924,123,177,187.325,-1.0,1088.5834,39.2
2022-05-01,2022-05-01T06:28:18,176.7954,43,Strength training,4.9812001953125,939,106,139,70.1522,-1.0,883.9167,5.4
2022-05-04,2022-05-04T09:44:55,127.25996666666667,15,Other indoor,0.0,938,119,171,91.8792,-1.0,,14.116666666666667
2022-05-04,2022-05-04T19:53:04,168.46413333333334,43,Strength training,6.63739990234375,1431,124,183,140.048,-1.0,,22.766666666666666
2022-05-05,2022-05-05T15:48:44,104.40993333333333,15,Other indoor,0.0,665,113,156,61.9821,-1.0,,7.533333333333333
2022-05-10,2022-05-10T17:02:12,92.54745,15,Other indoor,0.0,716,116,160,64.0299,-1.0,,8.9
2022-05-12,2022-05-12T17:45:22,118.87666666666667,15,Other indoor,0.0,919,117,154,82.309,-1.0,,12.166666666666666
2022-05-14,2022-05-14T12:49:37,83.53288333333333,43,Strength training,4.016300048828125,706,125,183,75.1762,-1.0,334.06668,10.45
2022-05-15,2022-05-15T12:04:05,138.54745,43,Strength training,4.8457001953125,1161,123,158,111.671,-1.0,,17.1
2022-05-17,2022-05-17T12:45:52,98.16831666666667,15,Other indoor,0.0,817,121,155,75.0478,-1.0,,11.316666666666666
2022-05-18,2022-05-18T20:02:19,137.36828333333332,43,Strength training,4.34089990234375,1208,124,178,123.679,-1.0,,19.45
2022-05-20,2022-05-20T11:12:23,88.4683,3,Walking,7.0097998046875,525,105,127,41.8484,-1.0,,4.45
2022-05-20,2022-05-20T07:17:35,65.40375,3,Walking,2.641699951171875,437,108,134,34.5823,-1.0,,3.683333333333333
2022-05-22,2022-05-22T08:44:49,105.05371666666667,43,Strength training,3.733300048828125,971,129,167,102.487,-1.0,315.15,15.316666666666666
2022-05-22,2022-05-22T11:44:10,106.44746666666667,43,Strength training,4.08210009765625,932,128,173,96.8869,-1.0,532.1667,15.316666666666666
2022-05-22,2022-05-22T13:30:56,91.75998333333334,43,Strength training,3.098,847,130,168,90.8714,-1.0,275.25,13.566666666666666
2022-05-24,2022-05-24T21:12:11,61.59121666666667,15,Other indoor,0.0,474,121,158,45.3764,-1.0,,6.15
2022-05-25,2022-05-25T13:09:35,110.12246666666667,15,Other indoor,0.0,715,106,156,63.114,-1.0,,8.083333333333334
2022-05-25,2022-05-25T20:06:42,114.81208333333333,43,Strength training,4.9347998046875,1023,126,170,106.812,-1.0,,16.083333333333332
2022-05-28,2022-05-28T08:08:44,100.3954,43,Strength training,4.663,740,116,165,66.2084,-1.0,401.53333,8.6
2022-05-28,2022-05-28T11:14:43,83.0558,43,Strength training,3.361,735,125,175,76.0271,-1.0,332.2,10.5
2022-05-29,2022-05-29T10:55:38,57.71831666666667,3,Walking,3.11560009765625,340,106,137,28.3711,-1.0,,3.05
2022-05-30,2022-05-30T15:59:10,112.035,15,Other indoor,0.0,802,117,172,79.9663,-1.0,,12.0
2022-05-31,2022-05-31T12:32:41,73.74538333333334,15,Other indoor,0.0,537,115,161,48.6821,-1.0,,6.316666666666666
2022-06-01,2022-06-01T17:31:30,103.28288333333333,15,Other indoor,0.0,841,121,166,81.6538,-1.0,413.06668,12.15
2022-06-08,2022-06-08T08:51:37,130.20165,15,Other indoor,0.0,960,114,152,83.8358,-1.0,520.8,11.85
2022-06-08,2022-06-08T20:36:53,91.64155,43,Strength training,3.55289990234375,696,122,159,66.3517,-1.0,,8.783333333333333
2022-06-10,2022-06-10T18:36:08,52.33915,15,Other indoor,0.0,398,115,144,34.9337,-1.0,,4.266666666666667
2022-06-10,2022-06-10T17:49:35,39.27661666666667,17,Hiking,5.3707998046875,474,148,182,64.4202,-1.0,,7.816666666666666
2022-06-14,2022-06-14T22:18:54,18.182883333333333,66,Group exercise,0.0,89,104,132,8.60391,-1.0,,0.48333333333333334
2022-06-14,2022-06-14T16:30:11,83.34955,15,Other indoor,0.0,780,130,162,86.4184,-1.0,,13.783333333333333
2022-06-16,2022-06-16T11:55:12,56.147483333333334,15,Other indoor,0.0,448,125,161,44.5124,-1.0,,6.083333333333333
2022-06-18,2022-06-18T08:14:57,175.31446666666668,47,Core,5.4527001953125,1621,129,180,178.195,-1.0,876.5,39.55
2022-06-21,2022-06-21T14:50:57,29.278733333333335,15,Other indoor,0.0,199,109,152,17.7692,-1.0,58.533333,1.7666666666666666
2022-06-23,2022-06-23T13:23:35,54.047466666666665,15,Other indoor,0.0,391,113,149,34.7457,-1.0,,4.083333333333333
2022-06-23,2022-06-23T22:44:45,56.3079,66,Group exercise,0.0,237,96,129,20.1192,-1.0,,1.3166666666666667
2022-06-25,2022-06-25T22:08:44,36.08703333333333,66,Group exercise,0.0,212,114,157,22.7038,-1.0,,2.6
2022-06-26,2022-06-26T23:01:58,35.73498333333333,66,Group exercise,0.0,170,103,144,16.4564,-1.0,,1.25
2022-06-27,2022-06-27T21:10:22,44.5686,66,Group exercise,0.0,202,105,144,19.9077,-1.0,,1.9333333333333333
2022-07-06,2022-07-06T22:35:33,47.549566666666664,66,Group exercise,0.0,249,107,133,23.4789,-1.0,,2.4166666666666665
2022-07-07,2022-07-07T13:26:20,82.42665,15,Other indoor,0.0,373,100,150,29.5712,-1.0,,2.3666666666666667
2022-07-08,2022-07-08T16:50:08,91.42455,15,Other indoor,0.0,684,116,161,65.029,-1.0,,8.65
2022-07-09,2022-07-09T08:13:33,19.2954,47,Core,0.034099998474121096,116,107,146,9.67828,-1.0,,0.8
2022-07-10,2022-07-10T08:30:24,124.96206666666667,47,Core,4.6212998046875,1096,128,181,119.85,-1.0,499.8,19.033333333333335
2022-07-10,2022-07-10T20:48:50,47.1725,66,Group exercise,0.0,221,102,148,21.2381,-1.0,,1.9
2022-07-11,2022-07-11T19:56:54,108.58708333333334,15,Other indoor,0.0,650,108,159,53.7057,-1.0,,5.383333333333334
2022-07-12,2022-07-12T13:37:15,95.49536666666667,15,Other indoor,0.0,559,111,162,49.8557,-1.0,,5.25
2022-07-13,2022-07-13T06:03:12,160.37246666666667,38,Road cycling,53.21930078125,1462,127,181,161.989,-1.0,,26.066666666666666
2022-07-13,2022-07-13T20:02:17,63.127966666666666,15,Other indoor,0.0,446,112,156,38.7653,-1.0,,4.65
2022-07-14,2022-07-14T15:01:20,62.139133333333334,15,Other indoor,0.0,325,99,146,25.7249,-1.0,,2.183333333333333
2022-07-14,2022-07-14T21:04:56,53.23495,66,Group exercise,0.0,212,98,137,19.5182,-1.0,,1.3333333333333333
2022-07-15,2022-07-15T23:04:34,46.2725,66,Group exercise,0.0,205,98,142,18.3683,-1.0,,1.3166666666666667
2022-07-16,2022-07-16T08:13:03,115.59956666666666,43,Strength training,4.91910009765625,1089,129,164,111.682,-1.0,,17.666666666666668
2022-07-17,2022-07-17T08:13:55,115.83913333333334,47,Core,4.326,1062,126,164,105.754,-1.0,,16.216666666666665
2022-07-18,2022-07-18T17:52:06,100.87456666666667,15,Other indoor,0.0,720,117,163,67.3313,-1.0,,9.166666666666666
2022-07-19,2022-07-19T11:51:28,69.46205,15,Other indoor,0.0,534,118,163,50.5516,-1.0,,6.566666666666666
2022-07-21,2022-07-21T17:04:58,95.43083333333334,15,Other indoor,0.0,616,109,133,51.9755,-1.0,,6.2
2022-07-22,2022-07-22T22:56:01,47.96828333333333,66,Group exercise,0.0,272,109,138,25.8102,-1.0,,2.9166666666666665
2022-07-23,2022-07-23T08:12:46,123.59748333333333,47,Core,7.3567001953125,1255,134,172,142.378,-1.0,,25.883333333333333
2022-07-24,2022-07-24T23:12:34,52.72665,66,Group exercise,0.0,279,106,141,27.2457,-1.0,,2.816666666666667
2022-07-25,2022-07-25T12:30:06,53.96831666666667,15,Other indoor,0.0,435,120,163,42.1908,-1.0,,5.383333333333334
2022-07-26,2022-07-26T10:54:41,71.47245,15,Other indoor,0.0,535,116,155,49.8005,-1.0,,6.383333333333334
2022-07-26,2022-07-26T22:47:55,54.3954,66,Group exercise,0.0,195,108,120,,-1.0,,0.6
2022-07-27,2022-07-27T11:21:08,64.95581666666666,15,Other indoor,0.0,506,116,162,46.174,-1.0,,5.983333333333333
2022-07-28,2022-07-28T11:29:38,72.3912,15,Other indoor,0.0,279,91,161,23.1866,-1.0,,0.7833333333333333
2022-07-28,2022-07-28T12:43:25,26.432916666666667,17,Hiking,5.0112998046875,391,161,174,57.1787,-1.0,132.08333,6.7
2022-07-30,2022-07-30T08:02:53,139.86231666666666,47,Core,6.88460009765625,1490,137,181,173.051,-1.0,,38.266666666666666
2022-07-31,2022-07-31T09:19:37,51.23911666666667,19,Road running,10.1697998046875,777,164,189,117.622,-1.0,,25.566666666666666
2022-07-31,2022-07-31T19:57:57,64.39988333333334,66,Group exercise,0.0,146,78,109,8.70513,-1.0,,0.06666666666666667
2022-08-01,2022-08-01T11:26:16,62.160133333333334,15,Other indoor,0.0,418,109,142,36.1124,-1.0,,4.0
2022-08-02,2022-08-02T12:05:57,75.21618333333333,15,Other indoor,0.0,514,110,155,44.5842,-1.0,,5.166666666666667
2022-08-02,2022-08-02T22:26:54,47.872483333333335,66,Group exercise,0.0,162,91,133,14.6707,-1.0,,0.4666666666666667
2022-08-03,2022-08-03T12:07:26,81.72073333333333,15,Other indoor,0.0,515,106,139,41.4074,-1.0,,4.383333333333334
2022-08-03,2022-08-03T20:01:10,129.98915,47,Core,3.780699951171875,1216,127,169,119.804,-1.0,,19.516666666666666
2022-08-04,2022-08-04T18:21:04,51.359966666666665,15,Other indoor,0.0,452,124,166,47.1337,-1.0,,6.166666666666667
2022-08-04,2022-08-04T19:19:15,26.0433,17,Hiking,5.02289990234375,388,162,170,56.7396,-1.0,156.2,6.416666666666667
2022-08-05,2022-08-05T21:38:07,54.014183333333335,66,Group exercise,0.0,194,91,142,17.2469,-1.0,,0.7833333333333333
2022-08-06,2022-08-06T08:29:49,12.3037,36,Mountain biking,2.35,167,153,181,23.0669,-1.0,,2.2666666666666666
2022-08-06,2022-08-06T08:51:05,112.19123333333333,47,Core,4.5987998046875,934,121,161,86.5058,-1.0,,12.316666666666666
2022-08-07,2022-08-07T21:45:43,63.08291666666667,66,Group exercise,0.0,206,95,126,18.8276,-1.0,,1.0166666666666666
2022-08-07,2022-08-07T12:49:49,91.52685,47,Core,2.422800048828125,840,125,165,80.7721,-1.0,366.06668,11.866666666666667
2022-08-07,2022-08-07T08:10:39,143.71205,47,Core,3.56510009765625,1241,123,167,123.047,-1.0,718.5,19.8
2022-08-09,2022-08-09T11:36:29,135.44128333333333,15,Other indoor,0.0,833,106,153,70.387,-1.0,,8.066666666666666
2022-08-12,2022-08-12T11:54:35,76.9871,15,Other indoor,0.0,719,125,171,74.385,-1.0,,10.483333333333333
2022-08-16,2022-08-16T10:47:11,90.38296666666666,15,Other indoor,0.0,584,104,144,46.2457,-1.0,,4.95
2022-08-16,2022-08-16T12:26:08,25.23085,17,Hiking,5.025,403,164,180,59.3374,-1.0,,7.3
2022-08-17,2022-08-17T08:01:06,121.09963333333333,38,Road cycling,24.641099609375,1188,125,174,121.124,-1.0,484.33334,15.8
2022-08-18,2022-08-18T10:02:14,109.96648333333333,15,Other indoor,0.0,896,116,156,80.509,-1.0,,10.75
2022-08-19,2022-08-19T20:24:44,47.887116666666664,66,Group exercise,0.0,243,98,141,21.8497,-1.0,,1.8666666666666667
2022-08-20,2022-08-20T08:02:25,145.9642,47,Core,7.3652001953125,1559,132,177,164.465,-1.0,,30.95
2022-08-21,2022-08-21T08:01:55,173.16423333333333,47,Core,7.6652998046875,1844,133,183,204.871,-1.0,,50.88333333333333
2022-08-21,2022-08-21T16:01:43,85.05795,47,Core,0.0584000015258789,169,119,151,,-1.0,,0.16666666666666666
2022-08-22,2022-08-22T20:23:12,66.17671666666666,15,Other indoor,0.0,502,110,153,41.0988,-1.0,,4.716666666666667
2022-08-24,2022-08-24T12:51:55,57.87878333333333,15,Other indoor,0.0,450,112,162,38.8291,-1.0,,4.65
2022-08-24,2022-08-24T18:46:05,37.08088333333333,66,Group exercise,0.0,95,83,102,8.59746,-1.0,,0.15
2022-08-29,2022-08-29T20:11:54,68.03715,15,Other indoor,0.0,494,109,146,41.9069,-1.0,,4.916666666666667
2022-08-30,2022-08-30T20:26:35,101.15793333333333,47,Core,4.27110009765625,1023,128,173,108.43,-1.0,,15.716666666666667
2022-08-31,2022-08-31T11:46:09,74.27671666666667,15,Other indoor,0.0,493,105,135,40.0386,-1.0,,4.4
2022-09-01,2022-09-01T20:01:16,137.4642,47,Core,5.8582001953125,1406,130,179,154.519,-1.0,549.8,26.316666666666666
2022-09-03,2022-09-03T08:02:17,166.85796666666667,47,Core,7.5592998046875,1680,129,181,186.723,-1.0,,40.65
2022-09-04,2022-09-04T07:15:48,157.37463333333332,47,Core,7.694,1592,130,178,168.923,-1.0,,33.1
2022-09-04,2022-09-04T21:34:47,61.957966666666664,66,Group exercise,0.0,297,101,150,29.0007,-1.0,,2.4
2022-09-05,2022-09-05T12:14:18,39.44753333333333,111,,0.0,271,105,139,20.618,-1.0,,1.9833333333333334
2022-09-07,2022-09-07T10:52:26,53.168416666666666,15,Other indoor,0.0,486,122,166,48.8005,-1.0,,6.083333333333333
2022-09-09,2022-09-09T22:58:39,50.54756666666667,127,,0.0,217,92,132,18.545,-1.0,,1.2
2022-09-10,2022-09-10T10:21:28,16.374616666666668,47,Core,0.4075,165,134,161,17.8073,-1.0,,1.85
2022-09-12,2022-09-12T22:31:17,56.320483333333335,66,Group exercise,0.0,244,91,130,20.6004,-1.0,,1.4833333333333334
2022-09-19,2022-09-19T19:55:44,62.635016666666665,15,Other indoor,0.0,428,105,151,34.7836,-1.0,,3.716666666666667
2022-09-20,2022-09-20T20:34:36,64.78086666666667,15,Other indoor,0.0,379,99,155,28.2196,-1.0,,2.7333333333333334
2022-09-21,2022-09-21T20:42:10,97.07045,15,Other indoor,0.0,857,119,150,77.5819,-1.0,,10.95
2022-09-24,2022-09-24T23:31:40,65.85588333333334,66,Group exercise,0.0,321,98,135,29.0288,-1.0,,2.5
2022-09-25,2022-09-25T08:12:33,137.68298333333334,47,Core,7.6607998046875,1524,139,180,179.722,-1.0,688.3333,38.11666666666667
2022-09-30,2022-09-30T22:07:09,46.157916666666665,66,Group exercise,0.0,186,90,122,15.8957,-1.0,,0.9666666666666667
2022-10-01,2022-10-01T22:14:12,47.24755,66,Group exercise,0.0,232,99,135,21.8874,-1.0,,1.9833333333333334
2022-10-01,2022-10-01T08:03:11,140.11211666666668,47,Core,7.3037001953125,1419,130,167,155.85,-1.0,,26.216666666666665
2022-10-02,2022-10-02T09:44:02,117.69965,19,Road running,21.871400390625,1907,166,188,285.803,-1.0,941.4667,132.96666666666667
2022-10-05,2022-10-05T10:14:07,68.74338333333333,66,Group exercise,0.0,324,97,134,28.6739,-1.0,,2.2
2022-10-09,2022-10-09T08:27:30,130.57043333333334,47,Core,4.2745,1110,122,161,104.233,-1.0,,15.5
2022-10-16,2022-10-16T08:07:14,13.283,47,Core,2.32960009765625,192,156,172,26.9798,-1.0,92.86667,2.7
2022-10-22,2022-10-22T11:08:57,66.01626666666667,15,Other indoor,0.0,597,124,160,60.4839,-1.0,,8.3
2022-10-24,2022-10-24T13:35:20,69.59961666666666,15,Other indoor,0.0,539,112,161,46.7843,-1.0,,5.8
2022-10-25,2022-10-25T19:50:37,106.79335,15,Other indoor,0.0,924,119,166,86.9958,-1.0,,12.633333333333333
2022-10-26,2022-10-26T13:10:51,56.26005,15,Other indoor,0.0,424,112,159,37.7823,-1.0,,4.45
2022-10-26,2022-10-26T19:57:10,130.44126666666668,47,Core,4.051800048828125,1275,127,177,129.474,-1.0,,20.55
2022-10-30,2022-10-30T08:10:43,178.59336666666667,47,Core,6.33460009765625,1597,125,166,159.797,-1.0,,28.566666666666666
